id,nontumor_skin_dermis_dermis,nontumor_skin_epidermis_epidermis,tumor_skin_naevus_naevus,tumor_skin_melanoma_melanoma,nontumor_skin_subcutis_subcutis,nontumor_skin_sebaceousglands_sebaceousglands,tumor_skin_epithelial_bcc,tumor_skin_epithelial_sqcc,nontumor_skin_muscle_skeletal,nontumor_skin_chondraltissue_chondraltissue,nontumor_skin_sweatglands_sweatglands,nontumor_skin_necrosis_necrosis,nontumor_skin_hairfollicle_hairfollicle,nontumor_skin_nerves_nerves,nontumor_skin_vessel_vessel,nontumor_skin_elastosis_elastosis
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/0_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/1_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/2_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/3_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/4_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/5_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/6_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/7_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/8_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/9_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/10_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/11_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/12_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/13_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/14_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/15_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/16_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/17_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/18_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/19_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/20_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/21_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/22_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/23_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/24_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/25_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/26_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/27_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with skeletal muscle_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/0_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/1_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/2_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/3_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/4_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/5_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/6_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/7_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/8_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/9_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/10_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/11_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/12_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/13_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/14_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/15_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/16_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/17_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/18_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/19_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/20_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/21_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/22_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/23_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/24_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/25_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/26_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/27_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with chrondal tissue_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/0_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/1_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/2_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/3_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/4_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/5_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/6_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/7_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/8_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/9_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/10_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/11_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/12_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/13_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/14_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/15_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/16_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/17_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/18_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/19_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/20_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/21_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/22_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/23_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/24_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/25_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/26_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/27_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with sweat glands_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/0_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/1_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/2_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/3_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/4_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/5_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/6_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/7_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/8_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/9_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/10_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/11_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/12_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/13_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/14_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/15_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/16_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/17_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/18_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/19_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/20_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/21_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/22_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/23_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/24_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/25_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/26_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/27_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with necrosis_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/0_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/1_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/2_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/3_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/4_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/5_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/6_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/7_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/8_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/9_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/10_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/11_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/12_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/13_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/14_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/15_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/16_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/17_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/18_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/19_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/20_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/21_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/22_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/23_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/24_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/25_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/26_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/27_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with vessels_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/0_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/1_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/2_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/3_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/4_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/5_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/6_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/7_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/8_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/9_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/10_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/11_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/12_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/13_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/14_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/15_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/16_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/17_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/18_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/19_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/20_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/21_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/22_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/23_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/24_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/25_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/26_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/27_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A histopathological slide from a patient with elastosis_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
